01;0;18.4;Ю-В;1;SHRA;9;10.0;65;1006
01;3;17.7;Восточный;1;SHRA;9;9.0;74;1006
01;6;20.3;Восточный;2;CL;7;10.0;62;1006
01;9;25.3;Восточный;3;CL;9;10.0;41;1005
01;12;27.1;Восточный;3;CL;9;10.0;39;1004
01;15;19.1;Ю-В;2;TS;9;5.0;74;1006
01;18;18.0;;Штиль;TS;7;6.0;93;1007
01;21;17.2;;Штиль;BR;6;1.9;96;1008
02;0;16.3;;Штиль;BR;9;3.3;94;1007
02;3;15.9;;Штиль;SHRA;9;3.5;95;1007
02;6;18.6;;Штиль;CL;7;10.0;84;1007
02;9;17.1;Ю-З;1;TS;9;8.0;90;1006
02;12;17.7;Северный;1;SHRA;9;9.0;93;1007
02;15;17.5;С-В;1;CL;9;10.0;89;1007
02;18;18.1;Северный;1;CL;7;10.0;82;1006
02;21;16.3;Восточный;2;CL;3;10.0;89;1006
03;0;15.9;С-В;2;SHRA;9;7.0;93;1005
03;3;14.5;Восточный;2;CL;7;10.0;91;1007
03;6;16.9;Ю-В;1;CL;7;10.0;77;1008
03;9;19.1;Ю-В;1;CL;9;10.0;67;1009
03;12;21.8;Восточный;2;CL;9;10.0;58;1010
03;15;21.5;Восточный;2;CL;9;10.0;57;1010
03;18;19.0;Восточный;1;CL;9;10.0;64;1011
03;21;16.1;Восточный;1;CL;1;10.0;74;1013
04;0;15.8;Восточный;1;CL;9;10.0;77;1012
04;3;15.5;Восточный;1;CL;9;10.0;80;1012
04;6;17.6;С-В;1;CL;9;10.0;69;1013
04;9;20.5;Ю-В;2;SHRA;9;10.0;63;1013
04;12;21.1;Восточный;1;CL;7;10.0;59;1013
04;15;19.2;Восточный;2;CL;9;10.0;54;1013
04;18;18.7;;Штиль;CL;9;10.0;67;1013
04;21;16.7;С-В;1;CL;1;10.0;76;1014
05;0;16.1;С-В;1;CL;1;10.0;78;1015
05;3;15.5;С-В;1;CL;3;10.0;80;1015
05;6;19.4;С-В;1;CL;7;10.0;69;1015
05;9;22.6;Восточный;1;CL;9;10.0;57;1016
05;12;25.1;С-В;2;CL;3;10.0;42;1015
05;15;25.6;Северный;3;CL;1;10.0;41;1014
05;18;23.6;Северный;1;CL;1;10.0;47;1015
05;21;20.8;С-В;1;CL;1;10.0;63;1016
06;0;17.9;С-В;1;CL;0;10.0;71;1016
06;3;16.3;С-В;1;CL;0;10.0;75;1017
06;6;21.0;Северный;1;CL;0;10.0;60;1017
06;9;24.6;Восточный;2;CL;1;10.0;43;1018
06;12;25.7;С-В;2;CL;1;10.0;34;1017
06;15;25.3;С-В;2;CL;0;10.0;31;1016
06;18;21.9;;Штиль;CL;1;10.0;39;1017
06;21;18.5;;Штиль;CL;1;10.0;56;1018
07;0;15.8;;Штиль;CL;1;10.0;73;1018
07;3;14.7;;Штиль;CL;7;10.0;79;1018
07;6;20.2;Ю-В;1;CL;6;10.0;53;1018
07;9;23.7;Восточный;1;CL;7;10.0;39;1018
07;12;24.0;Ю-В;2;CL;9;10.0;38;1017
07;15;24.8;Восточный;1;CL;6;10.0;38;1016
07;18;21.8;Восточный;1;CL;1;10.0;56;1016
07;21;18.0;;Штиль;CL;1;10.0;70;1017
08;0;15.7;;Штиль;CL;0;10.0;77;1017
08;3;14.8;;Штиль;CL;1;10.0;87;1016
08;6;21.1;;Штиль;CL;9;10.0;58;1016
08;9;25.3;Ю-В;1;CL;7;10.0;40;1016
08;12;25.3;Ю-З;2;CL;9;10.0;41;1014
08;15;24.8;Южный;3;TS;9;9.0;41;1013
08;18;21.7;Восточный;1;CL;9;10.0;63;1013
08;21;18.5;Южный;1;CL;6;10.0;78;1013
09;0;16.9;;Штиль;CL;9;10.0;86;1013
09;3;15.8;;Штиль;CL;9;10.0;89;1013
09;6;19.5;Южный;1;CL;1;10.0;80;1013
09;9;23.8;Ю-В;1;CL;7;10.0;57;1013
09;12;24.2;Ю-В;1;TS;6;10.0;59;1012
09;15;26.4;Ю-В;2;CL;7;10.0;51;1011
09;18;21.6;Южный;3;TS;9;3.8;68;1011
09;21;17.6;Ю-В;1;CL;6;10.0;86;1013
10;0;16.1;Южный;1;CL;3;10.0;90;1012
10;3;15.7;Южный;1;CL;1;10.0;91;1012
10;6;20.7;Южный;2;CL;3;10.0;76;1011
10;9;25.8;Южный;4;CL;7;10.0;49;1011
10;12;27.1;Южный;4;CL;7;10.0;39;1010
10;15;26.8;Южный;4;CL;7;10.0;43;1007
10;18;24.1;Южный;2;CL;6;10.0;57;1007
10;21;20.6;Южный;1;CL;1;10.0;70;1008
11;0;18.4;Южный;1;CL;1;10.0;82;1009
11;3;17.5;Южный;1;CL;3;10.0;87;1009
11;6;20.3;Ю-З;1;TS;9;10.0;77;1009
11;9;24.8;Ю-З;3;CL;6;10.0;50;1009
11;12;26.1;Южный;3;CL;9;10.0;51;1009
11;15;18.3;Ю-З;3;TS;9;3.7;84;1012
11;18;17.0;;Штиль;SHRA;9;10.0;94;1011
11;21;17.0;;Штиль;CL;9;10.0;94;1012
12;0;16.4;С-З;1;CL;7;10.0;94;1012
12;3;16.1;С-З;2;CL;9;10.0;93;1014
12;6;17.6;Северный;1;CL;9;10.0;83;1015
12;9;21.2;С-З;2;CL;9;10.0;63;1016
12;12;21.9;С-В;2;CL;9;10.0;53;1016
12;15;22.7;С-В;3;CL;7;10.0;48;1016
12;18;20.7;Северный;1;CL;3;10.0;53;1017
12;21;18.9;Северный;1;CL;3;10.0;60;1018
13;0;16.2;Северный;2;CL;0;10.0;71;1018
13;3;14.8;Северный;1;CL;6;10.0;79;1020
13;6;20.8;Северный;1;CL;7;10.0;64;1020
13;9;23.0;С-В;2;CL;9;10.0;46;1020
13;12;23.1;Северный;1;CL;9;10.0;44;1020
13;15;24.4;С-В;1;CL;6;10.0;41;1018
13;18;22.3;;Штиль;CL;1;10.0;49;1019
13;21;18.7;;Штиль;CL;0;10.0;65;1019
14;0;16.5;;Штиль;CL;0;10.0;76;1020
14;3;15.9;;Штиль;CL;0;10.0;78;1020
14;6;21.0;Восточный;1;CL;1;10.0;61;1019
14;9;24.9;Ю-В;1;CL;7;10.0;41;1019
14;12;26.8;Ю-В;1;CL;7;10.0;43;1017
14;15;27.2;Ю-В;1;CL;3;10.0;45;1016
14;18;25.8;Ю-В;1;CL;1;10.0;51;1016
14;21;20.9;;Штиль;CL;0;10.0;80;1017
15;0;18.5;;Штиль;CL;0;10.0;91;1017
15;3;17.5;;Штиль;CL;0;10.0;90;1017
15;6;24.2;;Штиль;CL;0;10.0;61;1017
15;9;27.9;Восточный;1;CL;3;10.0;43;1016
15;12;28.8;Ю-В;2;CL;6;10.0;43;1014
15;15;29.0;Южный;1;TS;7;10.0;43;1013
15;18;22.2;С-З;3;CL;7;10.0;65;1015
15;21;20.5;Северный;2;CL;6;10.0;76;1014
16;0;18.7;С-В;1;TS;7;10.0;84;1014
16;3;17.0;С-З;2;CL;9;10.0;93;1014
16;6;19.6;Северный;1;CL;7;10.0;82;1015
16;9;23.7;С-З;3;CL;3;10.0;64;1014
16;12;26.9;С-З;2;CL;7;10.0;54;1014
16;15;26.6;С-З;3;CL;9;10.0;53;1013
16;18;25.2;С-З;1;CL;6;10.0;58;1014
16;21;21.4;С-З;2;CL;1;10.0;70;1015
17;0;18.2;С-З;1;CL;1;10.0;79;1015
17;3;16.9;;Штиль;CL;6;10.0;87;1015
17;6;21.2;Ю-З;1;CL;7;10.0;74;1015
17;9;23.2;Западный;2;CL;9;10.0;53;1015
17;12;22.6;С-З;2;CL;7;10.0;64;1015
17;15;23.8;С-З;2;CL;3;10.0;48;1014
17;18;21.8;С-З;3;CL;1;10.0;52;1015
17;21;18.0;С-З;2;CL;0;10.0;60;1017
18;0;15.1;С-З;2;CL;0;10.0;67;1018
18;3;13.3;С-З;1;CL;3;10.0;74;1019
18;6;18.0;С-З;1;CL;3;10.0;57;1020
18;9;20.3;С-З;3;CL;9;10.0;43;1019
18;12;21.0;С-З;2;CL;9;10.0;43;1019
18;15;20.8;С-З;3;CL;9;10.0;44;1018
18;18;19.5;С-З;2;CL;9;10.0;50;1018
18;21;16.8;С-З;1;CL;1;10.0;70;1018
19;0;14.1;С-З;1;CL;0;10.0;81;1019
19;3;12.9;С-З;1;CL;0;10.0;84;1019
19;6;18.4;С-З;2;CL;0;10.0;62;1020
19;9;20.6;С-З;3;CL;9;10.0;44;1021
19;12;22.9;С-З;4;CL;7;10.0;38;1020
19;15;23.9;С-З;4;CL;1;10.0;28;1020
19;18;22.0;С-З;2;CL;6;10.0;39;1020
19;21;18.3;С-З;1;CL;1;10.0;61;1021
20;0;15.7;;Штиль;CL;1;10.0;71;1021
20;3;15.6;;Штиль;CL;9;10.0;75;1021
20;6;21.2;Западный;1;CL;1;10.0;52;1021
20;9;24.0;С-З;2;CL;6;10.0;38;1021
20;12;25.2;С-З;3;CL;6;10.0;37;1020
20;15;26.4;С-З;2;CL;3;10.0;33;1018
20;18;24.9;Западный;1;CL;6;10.0;42;1018
20;21;22.4;С-З;2;CL;9;10.0;57;1018
21;0;19.8;С-З;2;CL;9;10.0;71;1017
21;3;19.1;С-З;2;CL;7;10.0;78;1017
21;6;23.4;С-З;1;CL;3;10.0;52;1017
21;9;25.7;С-З;2;CL;6;10.0;40;1017
21;12;27.6;С-З;4;CL;6;10.0;39;1016
21;15;27.4;Северный;2;CL;7;10.0;40;1014
21;18;25.6;Северный;2;CL;3;10.0;42;1014
21;21;22.2;;Штиль;CL;6;10.0;61;1015
22;0;19.1;;Штиль;CL;3;10.0;77;1015
22;3;18.1;;Штиль;CL;6;10.0;83;1014
22;6;23.0;;Штиль;CL;1;10.0;53;1013
22;9;25.5;Ю-В;1;CL;6;10.0;43;1013
22;12;27.1;Восточный;1;CL;9;10.0;45;1012
22;15;27.7;Северный;2;CL;3;10.0;41;1011
22;18;25.8;Восточный;1;CL;1;10.0;50;1011
22;21;21.4;Восточный;1;CL;1;10.0;66;1012
23;0;18.5;Восточный;1;CL;7;10.0;69;1013
23;3;17.3;Восточный;1;CL;7;10.0;71;1013
23;6;22.8;Восточный;1;CL;1;10.0;46;1013
23;9;26.1;Восточный;1;CL;7;10.0;36;1013
23;12;27.1;С-В;1;CL;7;10.0;31;1012
23;15;27.9;Ю-В;1;CL;1;10.0;30;1012
23;18;24.7;;Штиль;CL;9;10.0;47;1012
23;21;19.9;Восточный;1;CL;9;10.0;63;1013
24;0;17.3;Восточный;1;CL;7;10.0;76;1014
24;3;15.8;;Штиль;CL;6;10.0;83;1015
24;6;22.0;Ю-В;2;CL;6;10.0;59;1015
24;9;24.8;Восточный;1;CL;7;10.0;48;1015
24;12;27.1;Восточный;2;CL;7;10.0;41;1014
24;15;25.8;;Штиль;CL;7;10.0;44;1014
24;18;24.2;;Штиль;CL;6;10.0;50;1014
24;21;20.4;;Штиль;CL;1;10.0;65;1015
25;0;18.3;;Штиль;CL;1;10.0;78;1016
25;3;17.2;;Штиль;CL;0;10.0;85;1016
25;6;23.8;;Штиль;CL;0;10.0;63;1016
25;9;27.1;Ю-В;2;CL;6;10.0;41;1016
25;12;27.9;Ю-В;2;CL;6;10.0;43;1015
25;15;28.7;Ю-В;1;CL;6;10.0;43;1014
25;18;26.7;;Штиль;CL;3;10.0;49;1014
25;21;23.6;;Штиль;CL;6;10.0;66;1015
26;0;21.7;;Штиль;CL;3;10.0;77;1015
26;3;19.3;;Штиль;CL;1;10.0;84;1015
26;6;25.3;Южный;1;CL;6;10.0;58;1015
26;9;29.2;Ю-З;2;CL;3;10.0;38;1016
26;12;31.2;Южный;2;CL;3;10.0;28;1014
26;15;31.1;Южный;3;CL;1;10.0;32;1014
26;18;25.0;Ю-З;1;CL;6;10.0;54;1016
26;21;21.0;Южный;1;CL;3;10.0;69;1017
27;0;20.6;Ю-З;2;CL;9;10.0;78;1018
27;3;21.0;С-З;3;CL;7;10.0;85;1018
27;6;21.6;С-З;3;CL;6;10.0;79;1019
27;9;25.3;С-З;3;CL;7;10.0;63;1020
27;12;27.4;С-З;3;CL;9;10.0;45;1020
27;15;27.9;С-З;2;CL;6;10.0;48;1019
27;18;25.1;С-З;3;CL;6;10.0;53;1020
27;21;22.8;Северный;1;CL;7;10.0;63;1020
28;0;20.4;Северный;2;CL;1;10.0;71;1019
28;3;19.0;С-В;1;CL;6;10.0;82;1019
28;6;24.5;С-В;1;CL;6;10.0;66;1018
28;9;29.5;Ю-В;1;CL;7;10.0;50;1016
28;12;20.2;С-З;5;TS;9;10.0;77;1017
28;15;22.1;С-З;2;CL;9;10.0;67;1016
28;18;21.6;Северный;1;CL;9;10.0;70;1015
28;21;19.3;Ю-З;2;TS;9;10.0;84;1015
29;0;18.1;Западный;2;TS;9;5.0;95;1015
29;3;17.7;С-З;1;BR;7;5.0;96;1012
29;6;19.3;С-З;1;CL;7;10.0;83;1013
29;9;21.8;С-З;1;CL;9;10.0;70;1013
29;12;22.8;;Штиль;CL;9;10.0;70;1012
29;15;22.9;С-З;2;CL;9;10.0;63;1011
29;18;21.4;С-З;2;CL;7;10.0;75;1011
29;21;19.3;С-З;3;CL;3;10.0;86;1011
30;0;16.5;С-З;2;CL;1;10.0;89;1012
30;3;14.8;С-З;2;CL;1;10.0;92;1012
30;6;16.1;С-З;3;CL;9;10.0;86;1012
30;9;18.2;С-З;4;CL;9;10.0;73;1012
30;12;18.9;С-З;3;CL;9;10.0;70;1012
30;15;21.3;С-З;3;CL;9;10.0;60;1011
30;18;20.7;С-З;2;CL;9;10.0;61;1010
30;21;18.9;С-З;2;CL;9;10.0;69;1010